x                        Q2                 y       z                  PhT^2              Mult        
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.32 [0.30-0.35)   2.0094 +- 0.0395 +- 0.0869
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.38 [0.35-0.40)   1.6517 +- 0.0356 +- 0.0888
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.43 [0.40-0.46)   1.3446 +- 0.0289 +- 0.0906
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.49 [0.46-0.52)   1.0666 +- 0.0255 +- 0.0922
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.56 [0.52-0.60)   0.8573 +- 0.0206 +- 0.0947
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.64 [0.60-0.68)   0.6178 +- 0.0170 +- 0.0980
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.72 [0.68-0.76)   0.4998 +- 0.0151 +- 0.1019
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.81 [0.76-0.87)   0.3595 +- 0.0107 +- 0.1048
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   0.94 [0.87-1.00)   0.2663 +- 0.0084 +- 0.1092
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   1.06 [1.00-1.12)   0.1831 +- 0.0072 +- 0.1143
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   1.18 [1.12-1.24)   0.1480 +- 0.0066 +- 0.1188
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   1.31 [1.24-1.38)   0.1078 +- 0.0052 +- 0.1247
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   1.45 [1.38-1.52)   0.0740 +- 0.0041 +- 0.1315
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   1.60 [1.52-1.68)   0.0632 +- 0.0037 +- 0.1377
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   1.77 [1.68-1.85)   0.0413 +- 0.0030 +- 0.1462
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   1.95 [1.85-2.05)   0.0330 +- 0.0022 +- 0.1559
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   2.20 [2.05-2.35)   0.0230 +- 0.0016 +- 0.1596
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   2.50 [2.35-2.65)   0.0152 +- 0.0013 +- 0.1765
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.20 [0.20-0.30)   2.83 [2.65-3.00)   0.0106 +- 0.0010 +- 0.1875
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.16 [0.14-0.17)   4.6822 +- 0.0619 +- 0.0880
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.18 [0.17-0.20)   4.1212 +- 0.0627 +- 0.0893
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.21 [0.20-0.23)   3.6622 +- 0.0517 +- 0.0901
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.25 [0.23-0.27)   3.0342 +- 0.0429 +- 0.0919
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.29 [0.27-0.30)   2.6040 +- 0.0460 +- 0.0932
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.32 [0.30-0.35)   2.1903 +- 0.0325 +- 0.0953
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.38 [0.35-0.40)   1.7260 +- 0.0284 +- 0.0973
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.43 [0.40-0.46)   1.3661 +- 0.0230 +- 0.0998
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.49 [0.46-0.52)   1.1049 +- 0.0211 +- 0.1029
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.56 [0.52-0.60)   0.8253 +- 0.0152 +- 0.1063
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.64 [0.60-0.68)   0.6066 +- 0.0130 +- 0.1100
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.72 [0.68-0.76)   0.4571 +- 0.0111 +- 0.1142
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.81 [0.76-0.87)   0.3571 +- 0.0085 +- 0.1184
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   0.94 [0.87-1.00)   0.2360 +- 0.0062 +- 0.1242
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   1.06 [1.00-1.12)   0.1660 +- 0.0054 +- 0.1298
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   1.18 [1.12-1.24)   0.1224 +- 0.0047 +- 0.1379
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   1.31 [1.24-1.38)   0.0953 +- 0.0039 +- 0.1425
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   1.45 [1.38-1.52)   0.0638 +- 0.0030 +- 0.1515
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   1.60 [1.52-1.68)   0.0499 +- 0.0025 +- 0.1595
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   1.77 [1.68-1.85)   0.0382 +- 0.0023 +- 0.1715
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   1.95 [1.85-2.05)   0.0266 +- 0.0016 +- 0.1777
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   2.20 [2.05-2.35)   0.0202 +- 0.0012 +- 0.1880
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   2.50 [2.35-2.65)   0.0135 +- 0.0010 +- 0.2074
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.20 [0.20-0.30)   2.83 [2.65-3.00)   0.0081 +- 0.0007 +- 0.2268
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.13 [0.12-0.14)   5.7019 +- 0.0758 +- 0.0867
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.16 [0.14-0.17)   5.1484 +- 0.0593 +- 0.0875
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.18 [0.17-0.20)   4.5653 +- 0.0603 +- 0.0890
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.21 [0.20-0.23)   3.9302 +- 0.0485 +- 0.0904
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.25 [0.23-0.27)   3.3175 +- 0.0414 +- 0.0919
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.29 [0.27-0.30)   2.7723 +- 0.0435 +- 0.0938
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.32 [0.30-0.35)   2.2374 +- 0.0301 +- 0.0957
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.38 [0.35-0.40)   1.8135 +- 0.0273 +- 0.0983
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.43 [0.40-0.46)   1.4064 +- 0.0216 +- 0.1013
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.49 [0.46-0.52)   1.0796 +- 0.0190 +- 0.1043
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.56 [0.52-0.60)   0.7705 +- 0.0135 +- 0.1083
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.64 [0.60-0.68)   0.5631 +- 0.0116 +- 0.1126
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.72 [0.68-0.76)   0.4300 +- 0.0103 +- 0.1173
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.81 [0.76-0.87)   0.2924 +- 0.0071 +- 0.1222
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   0.94 [0.87-1.00)   0.2038 +- 0.0055 +- 0.1296
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   1.06 [1.00-1.12)   0.1332 +- 0.0046 +- 0.1358
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   1.18 [1.12-1.24)   0.0911 +- 0.0038 +- 0.1430
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   1.31 [1.24-1.38)   0.0676 +- 0.0031 +- 0.1513
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   1.45 [1.38-1.52)   0.0482 +- 0.0026 +- 0.1593
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   1.60 [1.52-1.68)   0.0346 +- 0.0021 +- 0.1700
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   1.77 [1.68-1.85)   0.0269 +- 0.0018 +- 0.1826
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   1.95 [1.85-2.05)   0.0179 +- 0.0015 +- 0.1946
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   2.20 [2.05-2.35)   0.0115 +- 0.0010 +- 0.2093
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   2.50 [2.35-2.65)   0.0070 +- 0.0007 +- 0.2260
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.20 [0.20-0.30)   2.83 [2.65-3.00)   0.0040 +- 0.0005 +- 0.2506
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.03 [0.02-0.04)   5.9691 +- 0.3304 +- 0.0823
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.05 [0.04-0.06)   6.0609 +- 0.3300 +- 0.0817
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.07 [0.06-0.08)   5.1761 +- 0.3111 +- 0.0838
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.09 [0.08-0.10)   5.2346 +- 0.3156 +- 0.0848
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.11 [0.10-0.12)   4.4664 +- 0.2933 +- 0.0871
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.13 [0.12-0.14)   3.9474 +- 0.2547 +- 0.0864
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.16 [0.14-0.17)   3.6538 +- 0.2031 +- 0.0830
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.18 [0.17-0.20)   3.1427 +- 0.2049 +- 0.0857
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.21 [0.20-0.23)   2.9807 +- 0.1835 +- 0.0844
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.25 [0.23-0.27)   2.6484 +- 0.1534 +- 0.0830
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.29 [0.27-0.30)   2.0846 +- 0.1501 +- 0.0883
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.32 [0.30-0.35)   1.7015 +- 0.1036 +- 0.0846
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.38 [0.35-0.40)   1.5722 +- 0.1059 +- 0.0867
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.43 [0.40-0.46)   1.2231 +- 0.0812 +- 0.0865
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.49 [0.46-0.52)   0.9659 +- 0.0780 +- 0.0920
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.56 [0.52-0.60)   0.7235 +- 0.0535 +- 0.0904
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.64 [0.60-0.68)   0.5343 +- 0.0490 +- 0.0979
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.72 [0.68-0.76)   0.4115 +- 0.0394 +- 0.0998
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.81 [0.76-0.87)   0.3371 +- 0.0312 +- 0.0986
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   0.94 [0.87-1.00)   0.2546 +- 0.0248 +- 0.1012
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   1.06 [1.00-1.12)   0.1411 +- 0.0199 +- 0.1249
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   1.18 [1.12-1.24)   0.1316 +- 0.0182 +- 0.1222
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   1.31 [1.24-1.38)   0.1086 +- 0.0146 +- 0.1203
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   1.45 [1.38-1.52)   0.0730 +- 0.0133 +- 0.1482
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   1.60 [1.52-1.68)   0.0597 +- 0.0109 +- 0.1487
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   1.77 [1.68-1.85)   0.0487 +- 0.0091 +- 0.1517
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   1.95 [1.85-2.05)   0.0335 +- 0.0070 +- 0.1682
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   2.20 [2.05-2.35)   0.0237 +- 0.0045 +- 0.1551
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   2.50 [2.35-2.65)   0.0089 +- 0.0026 +- 0.2168
0.0074 [0.0030-0.0080)    1.8 [1.7-3.0)   0.816   0.20 [0.20-0.30)   2.83 [2.65-3.00)   0.0092 +- 0.0025 +- 0.2034
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.09 [0.08-0.10)   5.2807 +- 0.0997 +- 0.0730
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.11 [0.10-0.12)   4.8641 +- 0.0980 +- 0.0739
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.13 [0.12-0.14)   4.4719 +- 0.0932 +- 0.0739
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.16 [0.14-0.17)   4.0565 +- 0.0706 +- 0.0735
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.18 [0.17-0.20)   3.6534 +- 0.0725 +- 0.0736
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.21 [0.20-0.23)   3.0759 +- 0.0576 +- 0.0739
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.25 [0.23-0.27)   2.5941 +- 0.0486 +- 0.0742
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.29 [0.27-0.30)   2.2112 +- 0.0519 +- 0.0753
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.32 [0.30-0.35)   1.8408 +- 0.0358 +- 0.0752
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.38 [0.35-0.40)   1.4958 +- 0.0327 +- 0.0765
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.43 [0.40-0.46)   1.2156 +- 0.0262 +- 0.0767
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.49 [0.46-0.52)   0.9636 +- 0.0235 +- 0.0774
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.56 [0.52-0.60)   0.7233 +- 0.0175 +- 0.0785
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.64 [0.60-0.68)   0.5737 +- 0.0155 +- 0.0801
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.72 [0.68-0.76)   0.4527 +- 0.0142 +- 0.0814
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.81 [0.76-0.87)   0.3688 +- 0.0108 +- 0.0820
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   0.94 [0.87-1.00)   0.2406 +- 0.0078 +- 0.0845
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   1.06 [1.00-1.12)   0.1826 +- 0.0070 +- 0.0867
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   1.18 [1.12-1.24)   0.1293 +- 0.0056 +- 0.0899
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   1.31 [1.24-1.38)   0.1043 +- 0.0049 +- 0.0929
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   1.45 [1.38-1.52)   0.0704 +- 0.0038 +- 0.0954
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   1.60 [1.52-1.68)   0.0521 +- 0.0032 +- 0.0997
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   1.77 [1.68-1.85)   0.0429 +- 0.0028 +- 0.1020
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   1.95 [1.85-2.05)   0.0365 +- 0.0024 +- 0.1044
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   2.20 [2.05-2.35)   0.0227 +- 0.0015 +- 0.1080
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   2.50 [2.35-2.65)   0.0158 +- 0.0012 +- 0.1193
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.20 [0.20-0.30)   2.83 [2.65-3.00)   0.0103 +- 0.0010 +- 0.1254
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.13 [0.12-0.14)   4.8145 +- 0.0893 +- 0.0780
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.16 [0.14-0.17)   4.3633 +- 0.0701 +- 0.0778
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.18 [0.17-0.20)   3.7936 +- 0.0681 +- 0.0782
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.21 [0.20-0.23)   3.4411 +- 0.0578 +- 0.0784
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.25 [0.23-0.27)   2.8400 +- 0.0473 +- 0.0785
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.29 [0.27-0.30)   2.4449 +- 0.0516 +- 0.0802
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.32 [0.30-0.35)   2.0708 +- 0.0362 +- 0.0797
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.38 [0.35-0.40)   1.6028 +- 0.0310 +- 0.0812
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.43 [0.40-0.46)   1.3092 +- 0.0258 +- 0.0814
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.49 [0.46-0.52)   1.0298 +- 0.0225 +- 0.0832
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.56 [0.52-0.60)   0.7555 +- 0.0166 +- 0.0842
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.64 [0.60-0.68)   0.5977 +- 0.0150 +- 0.0863
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.72 [0.68-0.76)   0.4607 +- 0.0129 +- 0.0878
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.81 [0.76-0.87)   0.3392 +- 0.0094 +- 0.0893
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   0.94 [0.87-1.00)   0.2517 +- 0.0074 +- 0.0915
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   1.06 [1.00-1.12)   0.1676 +- 0.0061 +- 0.0943
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   1.18 [1.12-1.24)   0.1367 +- 0.0058 +- 0.0981
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   1.31 [1.24-1.38)   0.0961 +- 0.0044 +- 0.1004
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   1.45 [1.38-1.52)   0.0698 +- 0.0036 +- 0.1053
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   1.60 [1.52-1.68)   0.0567 +- 0.0030 +- 0.1084
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   1.77 [1.68-1.85)   0.0402 +- 0.0024 +- 0.1130
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   1.95 [1.85-2.05)   0.0317 +- 0.0022 +- 0.1197
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   2.20 [2.05-2.35)   0.0189 +- 0.0012 +- 0.1219
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   2.50 [2.35-2.65)   0.0133 +- 0.0010 +- 0.1306
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.20 [0.20-0.30)   2.83 [2.65-3.00)   0.0081 +- 0.0007 +- 0.1394
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.13 [0.12-0.14)   5.3194 +- 0.0938 +- 0.0843
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.16 [0.14-0.17)   4.7125 +- 0.0726 +- 0.0847
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.18 [0.17-0.20)   4.2011 +- 0.0730 +- 0.0852
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.21 [0.20-0.23)   3.4960 +- 0.0573 +- 0.0862
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.25 [0.23-0.27)   2.9849 +- 0.0485 +- 0.0868
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.29 [0.27-0.30)   2.4998 +- 0.0506 +- 0.0880
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.32 [0.30-0.35)   2.1430 +- 0.0366 +- 0.0895
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.38 [0.35-0.40)   1.6970 +- 0.0323 +- 0.0901
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.43 [0.40-0.46)   1.3462 +- 0.0268 +- 0.0919
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.49 [0.46-0.52)   1.0309 +- 0.0229 +- 0.0938
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.56 [0.52-0.60)   0.7955 +- 0.0172 +- 0.0960
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.64 [0.60-0.68)   0.5660 +- 0.0143 +- 0.0983
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.72 [0.68-0.76)   0.4543 +- 0.0128 +- 0.1012
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.81 [0.76-0.87)   0.3133 +- 0.0087 +- 0.1032
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   0.94 [0.87-1.00)   0.2244 +- 0.0070 +- 0.1078
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.20 [0.20-0.30)   1.06 [1.00-1.12)   0.1638 +- 0.0062 +- 0.1118
